1
7692.307692307692	0.000000
7690.828686791002	0.010451
7689.350249903883	0.010878
7687.87238131847	0.011305
7686.395080707149	0.011730
7684.918347742555	0.011276
7683.4421820975795	0.011737
7681.966583445362	0.012216
7680.491551459293	0.012698
7679.017085813016	0.012233
7677.543186180423	0.011652
7676.069852235655	0.012063
7674.597083653108	0.012472
7673.124880107423	0.012877
7671.653241273494	0.012764
7670.182166826462	0.012693
7668.711656441717	0.012672
7667.241709794901	0.013005
7665.7723265619015	0.013338
7664.303506418854	0.013310
7662.835249042146	0.013298
7661.3675541084085	0.013656
7659.900421294523	0.014031
7658.433850277618	0.014427
7656.967840735069	0.014848
7655.502392344498	0.015300
7654.037504783773	0.015784
7652.573177731012	0.016300
7651.109410864576	0.016847
7649.646203863072	0.017422
7648.183556405354	0.018020
7646.721468170522	0.018638
7645.25993883792	0.019271
7643.79896808714	0.019916
7642.338555598013	0.020569
7640.878701050621	0.021226
7639.419404125287	0.021887
7637.960664502578	0.022548
7636.5024818633065	0.023207
7635.044855888528	0.023868
7633.587786259542	0.024536
7632.13127265789	0.025215
7630.675314765357	0.025909
7629.219912263971	0.026621
7627.765064836003	0.027356
7626.310772163965	0.028119
7624.857033930613	0.028912
7623.403849818944	0.029736
7621.951219512195	0.030591
7620.499142693847	0.031474
7619.047619047619	0.032386
7617.596648257475	0.033328
7616.146230007616	0.034302
7614.696363982486	0.035309
7613.247049866768	0.036350
7611.798287345386	0.037426
7610.350076103501	0.038537
7608.902415826517	0.039680
7607.455306200076	0.040852
7606.008746910059	0.042047
7604.5627376425855	0.043261
7603.117278084014	0.044502
7601.672367920943	0.045774
7600.228006840205	0.047085
7598.784194528876	0.048443
7597.340930674264	0.049856
7595.89821496392	0.051333
7594.456047085628	0.052879
7593.014426727411	0.054498
7591.573353577529	0.056186
7590.132827324478	0.057937
7588.692847656991	0.059753
7587.253414264036	0.061633
7585.814526834819	0.063581
7584.376185058779	0.065597
7582.938388625593	0.067684
7581.50113722517	0.069852
7580.06443054766	0.072098
7578.628268283441	0.074423
7577.192650123129	0.076837
7575.757575757576	0.079347
7574.323044877864	0.081959
7572.889057175313	0.084685
7571.455612341472	0.087529
7570.02271006813	0.090500
7568.590350047304	0.093600
7567.158531971245	0.096841
7565.727255532438	0.100228
7564.296520423601	0.103741
7562.866326337682	0.107380
7561.436672967864	0.111144
7560.00756000756	0.115034
7558.578987150416	0.119063
7557.150954090308	0.123236
7555.723460521345	0.127567
7554.296506137866	0.132058
7552.870090634441	0.136726
7551.444213705871	0.141589
7550.018875047188	0.146640
7548.594074353651	0.151879
7547.169811320755	0.157309
7545.7460856442185	0.162937
7544.3228970199925	0.168769
7542.900245144258	0.174825
7541.478129713424	0.181124
7540.056550424129	0.187680
7538.635506973238	0.194502
7537.214999057848	0.201602
7535.795026375283	0.208988
7534.375588623093	0.216658
7532.956685499058	0.224598
7531.538316701186	0.232787
7530.120481927711	0.241208
7528.7031808770935	0.249850
7527.2864132480245	0.258716
7525.870178739417	0.267806
7524.4544770504135	0.277128
7523.039307880384	0.286678
7521.624670928921	0.296443
7520.210565895845	0.306450
7518.796992481203	0.316711
7517.383950385266	0.327218
7515.9714393085305	0.337956
7514.559458951719	0.348900
7513.1480090157775	0.360019
7511.737089201878	0.371292
7510.326699211416	0.382694
7508.916838746011	0.394211
7507.507507507507	0.405812
7506.098705197974	0.417479
7504.6904315197	0.429231
7503.282686175202	0.441073
7501.875468867217	0.453016
7500.468779298706	0.465084
7499.062617172854	0.477264
7497.656982193064	0.489529
7496.251874062968	0.501851
7494.847292486415	0.514204
7493.443237167478	0.526558
7492.039707810452	0.538869
7490.63670411985	0.551120
7489.234225800412	0.563328
7487.832272557095	0.575487
7486.430844095078	0.587609
7485.029940119761	0.599695
7483.6295603367635	0.611699
7482.229704451926	0.623586
7480.830372171311	0.635307
7479.431563201197	0.646830
7478.033277248083	0.658109
7476.6355140186915	0.669098
7475.2382732199585	0.679786
7473.841554559043	0.690182
7472.445357743321	0.700312
7471.049682480389	0.710201
7469.654528478058	0.719862
7468.259895444361	0.729289
7466.865783087549	0.738480
7465.472191116088	0.747433
7464.079119238664	0.756141
7462.686567164179	0.764598
7461.294534601753	0.772797
7459.903021260724	0.780717
7458.512026850643	0.788373
7457.121551081283	0.795776
7455.731593662628	0.802929
7454.342154304883	0.809828
7452.953232718464	0.816470
7451.564828614009	0.822850
7450.176941702365	0.828963
7448.7895716945995	0.834805
7447.4027183019925	0.840374
7446.016381236039	0.845658
7444.630560208449	0.850639
7443.24525493115	0.855337
7441.860465116279	0.859765
7440.476190476191	0.863926
7439.092430723452	0.867830
7437.709185570844	0.871486
7436.326454731363	0.874910
7434.944237918216	0.878114
7433.562534844825	0.881112
7432.181345224823	0.883921
7430.80066877206	0.886549
7429.420505200595	0.888979
7428.040854224698	0.891182
7426.6617155588565	0.893139
7425.283088917765	0.894855
7423.904974016333	0.896360
7422.527370569679	0.897677
7421.150278293136	0.898839
7419.773696902244	0.899875
7418.39762611276	0.900818
7417.022065640645	0.901703
7415.647015202077	0.902568
7414.272474513438	0.903435
7412.898443291327	0.904278
7411.524921252548	0.905071
7410.151908114116	0.905804
7408.779403593258	0.906480
7407.407407407408	0.907099
7406.035919274208	0.907663
7404.664938911515	0.908169
7403.294466037387	0.908620
7401.924500370096	0.909020
7400.555041628122	0.909355
7399.186089530152	0.909618
7397.817643795081	0.909805
7396.449704142012	0.909916
7395.082270290257	0.909961
7393.715341959334	0.909954
7392.348918868971	0.909908
7390.983000739098	0.909840
7389.6175872898575	0.909759
