Ts	B(Ts)
265.4	3.595632300995569
265.5	3.6025797414232628
265.6	3.6095364145452633
265.7	3.616502326681124
265.8	3.623477484150737
265.9	3.6304618932741626
266.0	3.637455560371853
266.1	3.644458491764519
266.2	3.651470693773146
266.3	3.658492172719048
266.4	3.6655229349238296
266.5	3.6725629867093827
266.6	3.679612334397968
266.7	3.6866709843120793
266.8	3.6937389427745893
266.9	3.7008162161086613
267.0	3.7079028106377985
267.1	3.714998732685822
267.2	3.7221039885768845
267.3	3.7292185846354675
267.4	3.7363425271863973
267.5	3.7434758225548235
267.6	3.750618477066286
267.7	3.7577704970466077
267.8	3.7649318888220047
267.9	3.7721026587190543
268.0	3.779282813064658
268.1	3.78647235818611
268.2	3.793671300411036
268.3	3.80087964606748
268.4	3.8080974014838014
268.5	3.8153245729887733
268.6	3.8225611669115556
268.7	3.8298071895816475
268.8	3.837062647328959
268.9	3.844327546483782
269.0	3.8516018933768574
269.1	3.858885694339212
269.2	3.8661789557023583
269.3	3.8734816837981914
269.4	3.880793884959021
269.5	3.8881155655175403
269.6	3.895446731806867
269.7	3.902787390160565
269.8	3.910137546912571
269.9	3.9174972083973003
270.0	3.9248663809495494
270.1	3.932245070904573
270.2	3.939633284598049
270.3	3.9470310283661023
270.4	3.9544383085452717
270.5	3.9618551314726083
270.6	3.969281503485541
270.7	3.9767174309220015
270.8	3.984162920120352
270.9	3.991617977419402
271.0	3.9990826091584704
271.1	4.006556821677291
271.2	4.014040621316109
271.3	4.021534014415625
271.4	4.0290370073170285
271.5	4.036549606361975
271.6	4.044071817892654
271.7	4.0516036482516204
271.8	4.059145103782056
271.9	4.066696190827579
272.0	4.074256915732328
272.1	4.081827284840917
272.2	4.089407304498475
272.3	4.096996981050648
272.4	4.104596320843586
272.5	4.112205330223991
272.6	4.119824015539059
272.7	4.127452383136488
272.8	4.135090439364529
272.9	4.142738190571973
273.0	4.150395643108137
273.1	4.158062803322874
273.2	4.1657396775665365
273.3	4.173426272190176
273.4	4.181122593545145
273.5	4.18882864798362
273.6	4.1965444418581255
273.7	4.204269981521854
273.8	4.212005273328507
273.9	4.219750323632412
274.0	4.22750513878842
274.1	4.235269725151996
274.2	4.243044089079105
274.3	4.250828236926399
274.4	4.258622175051055
274.5	4.266425909810829
274.6	4.2742394475641285
274.7	4.2820627946698755
274.8	4.289895957487685
274.9	4.297738942377701
275.0	4.305591755700712
275.1	4.3134544038181
275.2	4.321326893091851
275.3	4.329209229884637
275.4	4.337101420559677
275.5	4.345003471480858
275.6	4.352915389012644
275.7	4.360837179520216
275.8	4.36876884936929
275.9	4.376710404926316
276.0	4.384661852558343
276.1	4.392623198633059
276.2	4.400594449518839
276.3	4.4085756115846495
276.4	4.416566691200203
276.5	4.4245676947358215
276.6	4.432578628562461
276.7	4.440599499051818
276.8	4.448630312576247
276.9	4.456671075508737
277.0	4.464721794222934
277.1	4.472782475093308
277.2	4.4808531244948195
277.3	4.488933748803318
277.4	4.49702435439521
277.5	4.505124947647664
277.6	4.513235534938494
277.7	4.521356122646308
277.8	4.529486717150328
277.9	4.537627324830569
278.0	4.545777952067683
278.1	4.553938605243135
278.2	4.562109290739048
278.3	4.570290014938286
278.4	4.578480784224442
278.5	4.586681604981867
278.6	4.59489248359565
278.7	4.6031134264515545
278.8	4.611344439936176
278.9	4.619585530436812
279.0	4.627836704341575
279.1	4.63609796803923
279.2	4.644369327919348
279.3	4.6526507903723555
279.4	4.660942361789271
279.5	4.669244048562049
279.6	4.67755585708331
279.7	4.6858777937465
279.8	4.6942098649458694
279.9	4.702552077076406
280.0	4.710904436533915
280.1	4.719266949714983
280.2	4.727639623016974
280.3	4.736022462838116
280.4	4.744415475577359
280.5	4.752818667634526
280.6	4.761232045410257
280.7	4.76965561530594
280.8	4.778089383723835
280.9	4.786533357067023
281.0	4.794987541739361
281.1	4.803451944145643
281.2	4.811926570691336
281.3	4.8204114277829175
281.4	4.828906521827575
281.5	4.8374118592333994
281.6	4.845927446409349
281.7	4.8544532897651465
281.8	4.862989395711503
281.9	4.87153577065985
282.0	4.880092421022545
282.1	4.88865935321287
282.2	4.897236573644856
282.3	4.905824088733528
282.4	4.9144219048946605
282.5	4.923030028545032
282.6	4.931648466102211
282.7	4.940277223984736
282.8	4.94891630861196
282.9	4.957565726404206
283.0	4.96622548378262
283.1	4.974895587169298
283.2	4.983576042987245
283.3	4.992266857660339
283.4	5.000968037613431
283.5	5.009679589272192
283.6	5.01840151906332
283.7	5.027133833414411
283.8	5.035876538753942
283.9	5.044629641511328
284.0	5.053393148116957
284.1	5.0621670650021455
284.2	5.07095139859912
284.3	5.079746155341136
284.4	5.088551341662301
284.5	5.097366963997692
284.6	5.1061930287834425
284.7	5.115029542456469
284.8	5.123876511454848
284.9	5.132733942217448
285.0	5.141601841184263
285.1	5.150480214796116
285.2	5.1593690694949625
285.3	5.168268411723555
285.4	5.1771782479258714
285.5	5.1860985845466105
285.6	5.195029428031659
285.7	5.203970784827819
285.8	5.212922661382937
285.9	5.221885064145826
286.0	5.230857999566276
286.1	5.23984147409519
286.2	5.248835494184361
286.3	5.257840066286703
286.4	5.266855196856124
286.5	5.275880892347493
286.6	5.284917159216799
286.7	5.293964003920978
286.8	5.303021432918086
286.9	5.312089452667193
287.0	5.321168069628348
287.1	5.3302572902627245
287.2	5.339357121032491
287.3	5.348467568400932
287.4	5.357588638832336
287.5	5.366720338792073
287.6	5.3758626747465454
287.7	5.385015653163291
287.8	5.39417928051086
287.9	5.403353563258866
288.0	5.412538507878071
288.1	5.421734120840287
288.2	5.430940408618369
288.3	5.440157377686322
288.4	5.449385034519192
288.5	5.458623385593149
288.6	5.467872437385482
288.7	5.4771321963745425
288.8	5.486402669039773
288.9	5.495683861861855
289.0	5.504975781322413
289.1	5.514278433904254
289.2	5.523591826091378
289.3	5.532915964368795
289.4	5.542250855222719
289.5	5.551596505140468
289.6	5.560952920610474
289.7	5.570320108122356
289.8	5.57969807416685
289.9	5.589086825235827
290.0	5.598486367822326
290.1	5.607896708420492
290.2	5.617317853525711
290.3	5.626749809634463
290.4	5.636192583244409
290.5	5.645646180854374
290.6	5.655110608964316
290.7	5.66458587407547
290.8	5.674071982690133
290.9	5.683568941311848
291.0	5.693076756445318
291.1	5.7025954345964465
291.2	5.712124982272294
291.3	5.721665405981163
291.4	5.731216712232536
291.5	5.740778907537051
291.6	5.750351998406613
291.7	5.759935991354343
291.8	5.769530892894487
291.9	5.7791367095426205
292.0	5.788753447815397
292.1	5.798381114230841
292.2	5.80801971530808
292.3	5.817669257567576
292.4	5.827329747530891
292.5	5.83700119172098
292.6	5.8466835966619275
292.7	5.856376968879061
292.8	5.866081314899006
292.9	5.875796641249592
293.0	5.885522954459936
293.1	5.895260261060418
293.2	5.905008567582569
293.3	5.9147678805593555
293.4	5.9245382065248835
293.5	5.934319552014558
293.6	5.94411192356507
293.7	5.953915327714378
293.8	5.963729771001774
293.9	5.973555259967644
294.0	5.983391801153927
294.1	5.9932394011036925
294.2	6.003098066361268
294.3	6.01296780347238
294.4	6.022848618984035
294.5	6.03274051944449
294.6	6.042643511403375
294.7	6.052557601411544
294.8	6.062482796021219
294.9	6.072419101785987
295.0	6.082366525260612
295.1	6.092325073001357
295.2	6.102294751565672
295.3	6.11227556751236
295.4	6.122267527401591
295.5	6.132270637794989
295.6	6.142284905255202
295.7	6.152310336346541
295.8	6.162346937634459
295.9	6.17239471568586
296.0	6.182453677068997
296.1	6.1925238283533774
296.2	6.202605176110014
296.3	6.212697726911149
296.4	6.222801487330504
296.5	6.232916463943144
296.6	6.243042663325361
296.7	6.253180092055078
296.8	6.263328756711349
296.9	6.273488663874805
297.0	6.283659820127317
297.1	6.2938422320522145
297.2	6.304035906234217
297.3	6.3142408492594395
297.4	6.324457067715385
297.5	6.334684568190938
297.6	6.344923357276428
297.7	6.355173441563545
297.8	6.365434827645423
297.9	6.3757075221166515
298.0	6.385991531573125
298.1	6.396286862612313
298.2	6.406593521832903
298.3	6.416911515835183
298.4	6.427240851220847
298.5	6.437581534592918
298.6	6.447933572555994
298.7	6.458296971716006
298.8	6.468671738680371
298.9	6.4790578800579315
299.0	6.4894554024590505
299.1	6.499864312495453
299.2	6.51028461678032
299.3	6.520716321928402
299.4	6.531159434555762
299.5	6.541613961280067
299.6	6.552079908720298
299.7	6.562557283497113
299.8	6.5730460922324525
299.9	6.583546341549773
300.0	6.594058038074137
300.1	6.604581188431949
300.2	6.615115799251158
300.3	6.625661877161187
300.4	6.636219428792983
300.5	6.64678846077895
300.6	6.657368979753018
300.7	6.667960992350583
300.8	6.6785645052086355
300.9	6.689179524965544
301.0	6.699806058261285
301.1	6.71044411173735
301.2	6.721093692036632
301.3	6.731754805803743
301.4	6.742427459684631
301.5	6.753111660326831
301.6	6.763807414379481
301.7	6.77451472849317
301.8	6.7852336093200645
301.9	6.795964063513817
302.0	6.806706097729642
302.1	6.817459718624366
302.2	6.8282249328562985
302.3	6.83900174708529
302.4	6.8497901679728095
302.5	6.860590202181767
302.6	6.871401856376741
302.7	6.8822251372238545
302.8	6.8930600513907745
302.9	6.903906605546687
303.0	6.914764806362489
303.1	6.925634660510513
303.2	6.936516174664727
303.3	6.94740935550067
303.4	6.958314209695495
303.5	6.969230743927892
303.6	6.980158964878185
303.7	6.991098879228221
303.8	7.002050493661586
303.9	7.0130138148632675
304.0	7.023988849519992
304.1	7.034975604320056
304.2	7.045974085953365
304.3	7.056984301111433
304.4	7.0680062564873865
304.5	7.079039958775947
304.6	7.090085414673465
304.7	7.101142630877938
304.8	7.112211614088941
304.9	7.1232923710077145
305.0	7.1343849083371484
305.1	7.145489232781691
305.2	7.1566053510475
305.3	7.167733269842312
305.4	7.17887299587556
305.5	7.190024535858292
305.6	7.201187896503181
305.7	7.21236308452459
305.8	7.223550106638522
305.9	7.234748969562597
306.0	7.245959680016215
306.1	7.257182244720263
306.2	7.268416670397385
306.3	7.2796629637719334
306.4	7.290921131569861
306.5	7.302191180518814
306.6	7.3134731173481
306.7	7.324766948788707
306.8	7.336072681573344
306.9	7.347390322436363
307.0	7.35871987811379
307.1	7.370061355343395
307.2	7.381414760864585
307.3	7.392780101418487
307.4	7.404157383747867
307.5	7.415546614597345
307.6	7.426947800713082
307.7	7.438360948842979
307.8	7.4497860657366894
307.9	7.461223158145553
308.0	7.472672232822659
308.1	7.484133296522728
308.2	7.495606356002283
308.3	7.507091418019517
308.4	7.518588489334356
308.5	7.530097576708448
308.6	7.5416186869052435
308.7	7.553151826689831
308.8	7.564697002829057
308.9	7.5762542220914355
309.0	7.58782349124746
309.1	7.599404817069067
309.2	7.6109982063301365
309.3	7.622603665806239
309.4	7.634221202274683
309.5	7.645850822514467
309.6	7.657492533306546
309.7	7.6691463414333905
309.8	7.68081225367937
309.9	7.692490276830607
310.0	7.704180417674924
310.1	7.715882683002031
310.2	7.72759707960328
310.3	7.739323614271871
310.4	7.75106229380279
310.5	7.762813124992651
310.6	7.774576114640127
310.7	7.78635126954543
310.8	7.798138596510671
310.9	7.809938102339669
311.0	7.821749793838154
311.1	7.833573677813583
311.2	7.845409761075122
311.3	7.85725805043393
311.4	7.869118552702792
311.5	7.88099127469637
311.6	7.892876223231116
311.7	7.904773405125335
311.8	7.916682827199094
311.9	7.928604496274265
312.0	7.940538419174555
312.1	7.95248460272552
312.2	7.964443053754447
312.3	7.976413779090576
312.4	7.988396785564834
312.5	8.000392080010077
312.6	8.012399669260958
312.7	8.024419560153921
312.8	8.036451759527372
312.9	8.048496274221337
313.0	8.060553111077937
313.1	8.072622276940898
313.2	8.08470377865599
313.3	8.096797623070708
313.4	8.108903817034427
313.5	8.121022367398277
313.6	8.133153281015536
313.7	8.145296564741
313.8	8.157452225431514
313.9	8.169620269945716
314.0	8.181800705144106
314.1	8.193993537889101
314.2	8.20619877504495
314.3	8.218416423477743
314.4	8.23064649005547
314.5	8.242888981648091
314.6	8.255143905127214
314.7	8.26741126736658
314.8	8.279691075241582
314.9	8.291983335629745
315.0	8.304288055410227
315.1	8.316605241464213
315.2	8.328934900674756
315.3	8.341277039926874
315.4	8.35363166610728
315.5	8.36599878610481
315.6	8.378378406810047
315.7	8.390770535115536
315.8	8.40317517791571
315.9	8.415592342106889
316.0	8.428022034587443
316.1	8.440464262257402
316.2	8.452919032018878
316.3	8.465386350775908
316.4	8.477866225434282
316.5	8.490358662901969
316.6	8.502863670088594
316.7	8.515381253905915
316.8	8.5279114212675
316.9	8.540454179088766
317.0	8.553009534287257
317.1	8.56557749378238
317.2	8.57815806449536
317.3	8.590751253349492
317.4	8.603357067269977
317.5	8.615975513183923
317.6	8.62860659802041
317.7	8.641250328710353
317.8	8.653906712186854
317.9	8.666575755384736
318.0	8.679257465240896
318.1	8.691951848694094
318.2	8.704658912685064
318.3	8.717378664156639
318.4	8.73011111005331
318.5	8.742856257321922
318.6	8.755614112910937
318.7	8.768384683770957
318.8	8.781167976854482
318.9	8.793963999116027
319.0	8.806772757512052
319.1	8.819594259001004
319.2	8.83242851054324
319.3	8.845275519101197
319.4	8.85813529163923
319.5	8.871007835123681
319.6	8.883893156522864
319.7	8.896791262807076
319.8	8.909702160948667
319.9	8.922625857921828
320.0	8.93556236070291
320.1	8.948511676270124
320.2	8.961473811603755
320.3	8.974448773686
320.4	8.98743656950118
320.5	9.000437206035516
320.6	9.013450690277232
320.7	9.026477029216545
320.8	9.039516229845772
320.9	9.052568299159173
321.0	9.065633244152957
321.1	9.07871107182539
321.2	9.091801789176865
321.3	9.104905403209589
321.4	9.118021920927845
321.5	9.131151349338113
321.6	9.1442936954486
321.7	9.15744896626972
321.8	9.170617168813903
321.9	9.18379831009555
322.0	9.196992397131016
322.1	9.21019943693897
322.2	9.223419436539675
322.3	9.236652402955869
322.4	9.249898343212005
322.5	9.263157264334657
322.6	9.276429173352618
322.7	9.289714077296388
322.8	9.303011983198735
322.9	9.316322898094464
323.0	9.329646829020307
323.1	9.342983783015182
323.2	9.35633376711984
323.3	9.369696788377357
323.4	9.38307285383266
323.5	9.396461970532766
323.6	9.409864145526813
323.7	9.423279385865918
323.8	9.436707698603303
323.9	9.45014909079421
324.0	9.463603569496001
324.1	9.477071141767926
324.2	9.490551814671607
324.3	9.504045595270405
324.4	9.51755249062996
324.5	9.531072507817933
324.6	9.544605653903973
324.7	9.55815193595992
324.8	9.571711361059586
324.9	9.585283936278861
325.0	9.598869668695865
325.1	9.612468565390618
325.2	9.626080633445243
325.3	9.639705879943936
325.4	9.65334431197312
325.5	9.666995936621163
325.6	9.680660760978537
325.7	9.694338792137811
325.8	9.708030037193614
325.9	9.721734503242796
326.0	9.735452197384078
326.1	9.749183126718439
326.2	9.762927298348918
326.3	9.776684719380599
326.4	9.790455396920681
326.5	9.804239338078558
326.6	9.818036549965555
326.7	9.83184703969522
326.8	9.84567081438315
326.9	9.859507881147042
327.0	9.873358247106792
327.1	9.887221919384217
327.2	9.901098905103424
327.3	9.914989211390576
327.4	9.928892845373861
327.5	9.942809814183631
327.6	9.956740124952447
327.7	9.97068378481485
327.8	9.984640800907538
327.9	9.99861118036935
328.0	10.012594930341203
328.1	10.026592057966193
328.2	10.04060257038946
328.3	10.054626474758374
328.4	10.068663778222314
328.5	10.082714487932774
328.6	10.096778611043561
328.7	10.110856154710369
328.8	10.124947126091154
328.9	10.139051532346057
329.0	10.15316938063717
329.1	10.167300678128887
329.2	10.181445431987648
329.3	10.19560364938203
329.4	10.209775337482775
329.5	10.223960503462736
329.6	10.238159154496929
329.7	10.252371297762505
329.8	10.266596940438752
329.9	10.28083608970705
330.0	10.295088752751058
330.1	10.30935493675646
330.2	10.323634648911064
330.3	10.33792789640493
330.4	10.352234686430146
330.5	10.366555026181032
330.6	10.380888922854188
330.7	10.395236383648031
330.8	10.409597415763404
330.9	10.423972026403193
331.0	10.438360222772474
331.1	10.452762012078468
331.2	10.467177401530542
331.3	10.481606398340235
331.4	10.496049009721194
331.5	10.510505242889339
331.6	10.524975105062644
331.7	10.539458603461297
331.8	10.553955745307622
331.9	10.568466537826197
332.0	10.582990988243582
332.1	10.597529103788649
332.2	10.612080891692345
332.3	10.626646359187982
332.4	10.641225513510722
332.5	10.655818361898238
332.6	10.670424911590082
332.7	10.685045169828118
332.8	10.699679143856473
332.9	10.71432684092115
333.0	10.728988268270735
333.1	10.743663433155636
333.2	10.75835234282859
333.3	10.773055004544561
333.4	10.787771425560546
333.5	10.802501613135865
333.6	10.817245574532
333.7	10.832003317012449
333.8	10.846774847843058
333.9	10.86156017429184
334.0	10.876359303628979
334.1	10.891172243126766
334.2	10.905999000059794
334.3	10.9208395817048
334.4	10.9356939953406
334.5	10.950562248248353
334.6	10.965444347711495
334.7	10.98034030101523
334.8	10.995250115447476
334.9	11.010173798297911
335.0	11.025111356858703
335.1	11.040062798424024
335.2	11.0550281302904
335.3	11.070007359756438
335.4	11.08500049412288
335.5	11.100007540692872
335.6	11.11502850677159
335.7	11.130063399666442
335.8	11.14511222668706
335.9	11.160174995145251
336.0	11.175251712355124
336.1	11.190342385632748
336.2	11.205447022296624
336.3	11.22056562966739
336.4	11.235698215067803
336.5	11.250844785823022
336.6	11.26600534926008
336.7	11.28117991270864
336.8	11.29636848350016
336.9	11.31157106896861
337.0	11.326787676449932
337.1	11.342018313282493
337.2	11.35726298680671
337.3	11.372521704365292
337.4	11.387794473303108
337.5	11.403081300967225
337.6	11.41838219470702
337.7	11.433697161873972
337.8	11.449026209821758
337.9	11.464369345906396
338.0	11.47972657748602
338.1	11.495097911921045
338.2	11.510483356573971
338.3	11.525882918809629
338.4	11.541296605995006
338.5	11.556724425499405
338.6	11.57216638469419
338.7	11.587622490953086
338.8	11.603092751651863
338.9	11.6185771741688
339.0	11.634075765883958
339.1	11.649588534180117
339.2	11.665115486441874
339.3	11.680656630056246
339.4	11.69621197241239
339.5	11.711781520901775
339.6	11.727365282917988
339.7	11.74296326585692
339.8	11.758575477116615
339.9	11.774201924097309
